Town,Time-of-Day,Weather,PositionID
01,noon,clear,7061703794314215475
01,night,clear,10955807663163761862
01,night,clear,3673844597999105197
01,sunset,cloudy,4723614228087189233
01,noon,clear,3804063107618269556
01,sunset,midrain,8556900350790299048
01,sunset,clear,16603429293826329909
01,noon,wet,15737017147657379683
01,noon,midrain,18119643969392699766
01,sunset,wetcloudy,1172989987738435446
01,sunset,clear,202142433248572110
01,noon,hardrain,4610603447997980245
01,noon,clear,7101510022651404957
01,noon,wet,7470011436959381369
01,night,hardrain,11267372162784295635
01,night,midfog,8716802561436865695
01,noon,hardfog,8255953355719133717
01,noon,wet,5754331971355890846
01,noon,clear,5279172905348199801
01,noon,softrain,5701068636739344537
01,noon,cloudy,10669631975407341693
01,noon,wetcloudy,6986152914694173045
01,sunset,cloudy,8836324727686471880
01,night,hardrain,16861463795029254112
01,noon,hardrain,6504967680622419933
01,sunset,cloudy,15248173978732702319
01,noon,wet,6200889928768103728
01,night,wet,5562784017816525001
01,noon,wetcloudy,12593277633171009555
01,noon,midrain,5503647245558315927
01,noon,wetcloudy,3329685640391312791
01,noon,softrain,4003112047303369508
01,noon,clear,4749652075401252643
01,noon,cloudy,8139235189075786986
01,noon,hardrain,8563802671372758169
01,noon,clear,6807443720907276951
01,sunset,cloudy,9035482576303554924
01,noon,clear,7295678661647546503
01,noon,clear,10136782375646021358
01,noon,cloudy,4637931782894985058
01,sunset,clear,15235473385933693125
01,sunset,wetcloudy,13132950250727689882
01,night,cloudy,11090661489459070760
01,night,midrain,13479803117170749576
01,noon,wet,5538235467216956513
01,noon,midrain,6779971893468707532
01,night,hardrain,16411610575909398917
01,sunset,wet,17695523596179661094
01,noon,wetcloudy,16250660480353447277
01,noon,cloudy,7675454486227978413
01,noon,clear,18406000789129321954
01,sunset,clear,7306837279532212743
01,noon,cloudy,8016952159401334421
01,sunset,cloudy,16466254339578261124
01,noon,clear,5483149808109117311
01,night,midfog,3385906564125515961
01,noon,cloudy,9555217791998926160
01,night,clear,14894421095992302407
01,noon,clear,2629961523510558795
01,noon,clear,4511986877679289866
01,noon,clear,1783917349010647336
01,night,cloudy,18098519572598937034
01,night,clear,191158237813338222
01,sunset,cloudy,707934886555566444
01,sunset,clear,2073440367592781702
01,night,clear,17924014941919889281
01,night,midrain,9028238832455225586
01,sunset,hardrain,3248915232482796439
01,noon,cloudy,5523597138168212009
01,night,clear,8083466787007542143
01,night,clear,6805588181717834257
01,noon,wet,15711164901396784461
01,night,cloudy,13341946117826339075
01,sunset,hardrain,16382846637810104298
01,noon,clear,4260769553354504395
01,night,midrain,17840306046362556133
01,sunset,cloudy,4819979076733967810
01,noon,cloudy,6297139801486472560
01,noon,hardrain,18115983576931462476
01,sunset,wetcloudy,18118767810202917752
01,sunset,clear,12072085154548783739
01,sunset,hardrain,7634070066134911885
01,noon,clear,4215703099121656144
01,noon,wet,15217730926035441336
01,noon,cloudy,864184349834659284
01,noon,clear,18103941317446758170
01,noon,clear,2199892475871361345
01,noon,cloudy,6091300060655000809
01,night,wet,916622403075124287
01,sunset,clear,3046196804242914721
01,noon,hardrain,11361212185395772560
01,noon,softrain,11584873987726266057
01,night,midrain,14782590726199083077
01,night,clear,4947668457386113263
01,noon,midrain,14242659521563319741
01,sunset,softrain,1297813528892412488
01,night,midrain,16541575548964272442
01,night,wet,5302136769426265287
01,sunset,hardrain,14322568257256669352
01,night,wetcloudy,16999317817805332380
01,night,clear,13791722882432842793
01,noon,hardrain,10152123872702079045
01,noon,clear,9687581735485515021
01,noon,clear,4046268515483553745
01,noon,wet,8671459120911097682
01,noon,clear,14792783182788649985
01,noon,wetcloudy,17822268477618464841
01,noon,clear,1096735697326768254
01,noon,wet,11476970080533871356
01,noon,cloudy,14737741334943375723
01,noon,midrain,11604729881384495819
01,noon,softrain,5157669318182614668
01,sunset,cloudy,15066009756732712924
01,noon,cloudy,13094934358636249942
01,night,clear,6604568536182193309
01,night,clear,3647075600124973955
01,sunset,cloudy,17440122598078900403
01,night,clear,13791262299920713152
01,noon,clear,5495820952516733507
01,noon,midfog,8015810996555631004
01,night,clear,18364919175813034319
01,noon,clear,14343623742929328607
01,night,midrain,17527497973451153015
01,noon,wetcloudy,16261630305555487905
01,night,hardfog,10561936761953369089
01,noon,clear,2863079965495843833
01,night,softrain,1292591893557518354
01,noon,clear,725074646618115305
01,noon,midfog,15631631028913414960
01,noon,clear,3477934630952602587
01,noon,midrain,5182704403000215303
01,night,clear,2556818242327454069
01,night,midfog,4025401573525323975
01,noon,clear,3179786631884507444
01,sunset,hardfog,12260391760710083413
01,noon,clear,6315200393284773016
01,sunset,clear,10300923614107124051
01,noon,wetcloudy,13834394001874562148
01,sunset,wetcloudy,1892508763071479080
01,noon,clear,3342230116788962101
01,noon,clear,13972470036980663692
01,noon,wetcloudy,11984949987605126020
01,noon,cloudy,8476318488490376833
01,sunset,wetcloudy,4486387908718847034
01,noon,midrain,13293623779468310037
01,sunset,hardrain,12752436617745728456
01,noon,clear,13964836127633987913
01,noon,clear,1997525924286233045
01,noon,midrain,15014841883627851007
01,noon,hardrain,15290839709136011550
01,noon,clear,5265595207251113598
01,noon,clear,11840057538697973158
01,night,wetcloudy,14328595595159736282
01,noon,wet,15299155636867730639
01,sunset,cloudy,16658613523997115451
01,night,wet,5926527813934926301
01,night,clear,5834791534461719329
01,noon,clear,2687950889508463474
01,noon,hardrain,12795452137294375794
01,noon,softrain,10936496118717659661
01,noon,clear,17442235981590339150
01,sunset,clear,15854720316042540895
01,night,midrain,7360364079106745252
01,noon,clear,7100855637922796922
01,night,cloudy,7820988378359790821
01,sunset,clear,8599139835089260992
01,night,wet,2373053945430896079
01,night,clear,17229056679276470936
01,noon,cloudy,14557709989485171834
01,sunset,cloudy,6061894344117542073
01,sunset,cloudy,1644638323469350830
01,sunset,hardrain,1469662533176795354
01,sunset,wet,15357316622328589837
01,noon,clear,17383410946036194350
01,noon,clear,18240233851138194818
01,night,wet,4620062796467544512
01,night,midrain,8378433674015491553
01,sunset,wetcloudy,14074010500302408379
01,noon,clear,12656203945543330266
01,night,cloudy,16647414934797205985
01,noon,softrain,17654679141173956933
01,noon,hardrain,12662867422285594138
01,noon,wet,13824989915791433737
01,noon,wetcloudy,2719099309329147604
01,noon,clear,4554935997949950411
01,sunset,cloudy,11072929249775878503
01,sunset,clear,2639845046291033063
01,noon,wet,1790346111480949216
01,sunset,wetcloudy,17801021328314544717
01,noon,softrain,881254434194574730
01,noon,clear,4818748367394451479
01,night,midfog,1757312531116730815
01,noon,softrain,8730574356446785821
01,sunset,clear,104590241066443371
01,noon,cloudy,11092733515447523219
01,noon,cloudy,1881966007674821837
01,noon,clear,15111708196256365246
01,night,wet,2031689262333930317
01,sunset,hardrain,10959870770028765546
01,sunset,midrain,4993585766346274276
01,sunset,clear,12099353545371424225
01,noon,wet,10982347457513793766
01,noon,midrain,841692999722833885
01,noon,softrain,15177765828720632343
01,noon,clear,16078985844135863504
01,night,softrain,13206225472757488164
01,noon,clear,10332215107720219120
01,noon,clear,15813849107454910633
01,sunset,cloudy,4338713723421254729
01,sunset,cloudy,1032966792390372021
01,night,cloudy,10925306461748054709
01,noon,cloudy,5747175216388044339
01,night,wetcloudy,7360060466721022117
01,sunset,wetcloudy,17346293778150908569
01,night,wet,1313169839806609815
01,sunset,cloudy,1759089560362870052
01,noon,cloudy,9873538483428447948
01,noon,wetcloudy,1217581028964199741
01,night,clear,3596498983027448907
01,noon,clear,14217378349207218623
01,sunset,wetcloudy,13907007433801079298
01,noon,clear,13922861601905902310
01,noon,cloudy,14998601120095322694
01,noon,wetcloudy,12295594444765006260
01,noon,wetcloudy,13018648431140357977
01,night,wetcloudy,17593954636255879000
01,night,cloudy,8630378541465127791
01,noon,wetcloudy,9046373343581454108
01,noon,clear,12827854199852900269
01,noon,clear,13593606341491395382
01,noon,midrain,2532630660878177172
01,noon,clear,13322263002449503167
01,noon,wetcloudy,15123595587135540527
01,noon,wetcloudy,12166890338668731040
01,noon,clear,4664081221922796500
01,noon,softrain,2365430537844932060
01,noon,wetcloudy,8514517081961479433
01,noon,clear,13550088103445809920
01,sunset,clear,8513263226230667680
01,noon,clear,10613564818262808513
01,noon,clear,16688661025422985232
01,noon,clear,10915110250377709386
01,sunset,midrain,8820750985206110900
01,sunset,wetcloudy,6396982249415102124
01,night,cloudy,3518109032907140903
01,night,wetcloudy,6765493738900515827
01,sunset,midfog,14684016106157798129
01,noon,hardfog,5373900377941403357
01,noon,cloudy,5944087261847576275
01,night,cloudy,1881208278375752831
01,noon,wetcloudy,11297084334228656160
01,night,hardrain,11593693859353919103
01,noon,wet,10790868598688719051
01,noon,midrain,18282138826809246415
01,noon,hardfog,17665881966350068618
01,night,wetcloudy,12722532689942334448
01,noon,cloudy,10654065182653486756
01,sunset,wetcloudy,5051327199632412918
01,noon,cloudy,16138997973133068341
01,noon,cloudy,1560045444181435576
01,sunset,wetcloudy,7137828935104806743
01,noon,hardrain,8140318314085337745
01,night,cloudy,2442765144982940840
01,noon,wet,17455555993184700523
01,night,cloudy,3973565820751900811
01,sunset,clear,2894856966964249372
01,noon,wetcloudy,908269947812567931
01,noon,softrain,12721841200839680285
01,noon,wetcloudy,15534649800360916192
01,night,clear,7620158444325366397
01,noon,clear,1620126622230786126
01,sunset,clear,1487511301066333654
01,noon,softrain,13916432597517988909
01,night,hardfog,15085573940697862554
01,night,wetcloudy,9336976824096209251
01,noon,cloudy,5580744049203100606
01,noon,hardrain,3792130782716121118
01,sunset,clear,17447646292801178684
01,night,clear,13174204893654675217
01,noon,cloudy,5201155568772792754
01,noon,midrain,15590249434942483838
01,night,wetcloudy,4271949215617353910
01,noon,wetcloudy,16032702693939239287
01,noon,midrain,1522811171408673670
01,noon,clear,11384190698005023903
01,noon,wet,15340906320887786507
01,night,clear,14202404327604424592
01,noon,cloudy,8049865206565746668
01,noon,cloudy,9460568406100807909
01,noon,wet,10342605157380757177
01,night,hardfog,7275537893097929906
01,night,cloudy,17287359991997552184
01,noon,softrain,2435325744914770627
01,noon,wet,16051842762000013951
01,noon,clear,828208943086719752
01,night,cloudy,6241834266209674270
01,noon,clear,9336105454200452484
01,sunset,softrain,14722621185763673455
01,sunset,hardrain,18158803140024901272
01,night,midrain,2674165210508610249
01,noon,clear,9577688636941966868
01,noon,clear,17559469242488344464
01,noon,cloudy,6620100292062782626
01,night,clear,8374860313985009160
01,sunset,cloudy,16174529095584310562
01,noon,cloudy,2142466565881324839
01,noon,cloudy,12669897578460211105
01,night,clear,18368390271864015452
01,noon,cloudy,148206628893015426
01,sunset,cloudy,17616207611120522096
01,night,cloudy,12745940788959335945
01,noon,wetcloudy,16562024123999650395
01,sunset,wetcloudy,13571665493916645993
01,noon,clear,15154749560084143550
01,night,wet,6387993678691342279
01,noon,cloudy,7149865995932123350
01,sunset,clear,9073349205037703100
01,night,hardrain,17499445290284163764
01,noon,midfog,17313689228885904076
01,night,wetcloudy,4398973738876189794
01,night,wet,14147141622403770329
01,night,wetcloudy,10252811068275522617
01,night,hardrain,6352177260967531950
01,noon,clear,4416441888490655191
01,noon,clear,14033542231614215701
01,noon,wetcloudy,12549506309511878200
01,noon,wetcloudy,11302654975748264097
01,sunset,cloudy,4364783087652456605
01,sunset,midrain,14583083342822228140
01,night,hardrain,6306675262677643788
01,noon,cloudy,14037508957464733034
01,noon,softrain,16116483392387157938
01,noon,clear,7208719604310138148
01,noon,clear,1651097219288535079
01,sunset,cloudy,5224660670092596996
01,noon,cloudy,14887817484372367190
01,noon,clear,6906481009427182308
01,noon,hardrain,9053563994774946597
01,noon,clear,5731572901120934021
01,sunset,clear,9187720834194620824
01,noon,softrain,2878848771718216410
01,noon,wetcloudy,4803487232534917185
01,noon,cloudy,17838788807326729606
01,sunset,clear,11041445203429070133
01,noon,softrain,13533920766732373173
01,noon,clear,16253350358142380754
01,sunset,cloudy,16094977552414545824
01,noon,wet,16534081973635533222
01,sunset,midrain,13637587719112282106
01,night,clear,15633846514275430842
01,night,clear,12149949012933966865
01,night,hardrain,10239257090863668280
01,noon,wet,5658840451042396495
01,noon,cloudy,11396272093240750079
01,noon,clear,613654360696080980
01,sunset,clear,5814995146777823847
01,noon,wetcloudy,9481673034739144233
01,noon,clear,17662525799451793050
01,noon,midfog,15200107387898918228
01,sunset,clear,8426215697644011588
01,sunset,midfog,6392733276935690545
01,noon,cloudy,7262296167232138544
01,night,clear,10187247851921022492
01,noon,clear,9618499513777165357
01,night,hardrain,17526371726549821702
01,night,clear,6135792944610234521
01,sunset,clear,10879978360333155610
01,noon,wetcloudy,6464627583247503544
01,night,hardfog,14958243003785830256
01,noon,clear,63505662178511785
01,noon,cloudy,13121335912310466305
01,night,clear,8015529965669248616
01,sunset,clear,17916734131709315588
01,sunset,clear,4674366227549265342
01,noon,midrain,15942039796908225343
01,noon,midrain,12958403732552386402
01,noon,wetcloudy,16239054568868698591
01,noon,clear,13104013923757403436
01,night,cloudy,13122304789135209695
01,night,cloudy,1800616025460245687
01,noon,hardrain,12964398630582790166
01,noon,cloudy,10459161440378980786
01,noon,clear,6038113615873781635
01,noon,cloudy,2357201675009007119
01,sunset,cloudy,8118512006602577351
01,noon,wetcloudy,15812190893315825348
01,noon,softrain,10780181876203425050
01,night,clear,9400980153122303965
01,sunset,cloudy,6531084444552905856
01,night,wetcloudy,1979636368002729951
01,night,cloudy,10854946296973381099
01,sunset,clear,3684794348008436556
01,sunset,clear,11347249606786501346
01,noon,clear,4398666477335094199
01,night,clear,4149207863800063500
01,noon,softrain,17831207275274807613
01,night,clear,14627259616194207564
01,noon,wet,6951895982224203606
01,night,wetcloudy,481578109901153281
01,sunset,wet,14659361028798925221
01,night,clear,4138835694728153933
01,night,wet,11753185397560431112
01,night,clear,8630560961513454069
01,sunset,clear,16302514148874658502
01,noon,midrain,16189537016112728788
01,noon,wetcloudy,12201737663792557047
01,noon,hardrain,8551884908229515055
01,noon,clear,12220798597315460458
01,noon,clear,8155748718363631473
01,night,cloudy,1357073961312226164
01,night,cloudy,6610665163571288124
01,night,cloudy,6600978138335343229
01,night,cloudy,8482275865953573535
01,sunset,softrain,8364605147614341546
01,night,midrain,16895950601359028197
01,noon,wet,12622176913570971825
01,sunset,clear,15181270987554073939
01,noon,softrain,14989434757235655185
01,sunset,clear,10162509649924112295
01,night,cloudy,3203074503074890221
01,noon,cloudy,12461879154262750447
01,night,clear,16894778393689023
01,noon,clear,9438401916791832883
01,noon,clear,10393610404673399646
01,sunset,clear,5293282661170894044
01,sunset,clear,10107865452087165056
01,noon,hardrain,13206550967445400083
01,night,hardrain,8699589391732654455
01,night,midrain,972825347562502538
01,noon,wet,3318305144923039036
01,sunset,clear,15707860232530777584
01,night,clear,13421342621944980844
01,sunset,clear,11993029753651069096
01,noon,cloudy,4752670364482039065
01,noon,wet,17512093666299895438
01,sunset,clear,17876673962517817950
01,noon,cloudy,14050465230607679857
01,noon,clear,9040066707153913475
01,sunset,cloudy,15258431160701696718
01,night,wet,751473591108690310
01,noon,wetcloudy,11169233211176245539
01,night,cloudy,15695704861255172244
01,noon,wetcloudy,482988225746734987
01,sunset,cloudy,1967247146369955623
01,night,clear,7151661946513110181
01,sunset,clear,10048583854343856095
01,noon,wetcloudy,6979573062939790158
01,noon,midrain,1310063096924322110
01,sunset,hardrain,18065113121606704905
01,noon,cloudy,13065926992394250252
01,noon,wetcloudy,11630882001473957807
01,noon,wetcloudy,5249614697723491979
01,noon,cloudy,14997759857555585818
01,noon,cloudy,11500162837966177781
01,sunset,cloudy,10011270588165463371
01,night,cloudy,3717676795892500189
01,night,softrain,14827656716285817952
01,sunset,clear,7812514192458305011
01,night,midfog,17976494533703060762
01,noon,hardfog,4365913443501534914
01,night,clear,6684131097942121965
01,sunset,softrain,17958761506864822094
01,night,wetcloudy,15882360641449449651
01,sunset,cloudy,16238093432946638174
01,night,clear,4046403267676141881
01,sunset,clear,2905826847820990666
01,noon,clear,9790110782305137978
01,noon,clear,5616457870879872767
01,night,clear,12333424821581432941
01,noon,hardrain,14415379272621031890
01,night,clear,3780056997591090813
01,noon,clear,149552537472963948
01,noon,clear,5631478182367679748
01,sunset,cloudy,13224161904972980403
01,noon,clear,11550859793590572943
01,sunset,clear,143028807175162693
01,night,softrain,11698933633079750555
01,sunset,wet,6334141662876671181
01,noon,wetcloudy,13856830625408732288
01,sunset,clear,12782836919927453897
01,noon,cloudy,2855406153110591467
01,noon,cloudy,1103464364679535095
01,sunset,cloudy,12718174197744468370
01,night,cloudy,14145201902042445677
01,noon,wet,7021531904157910333
01,sunset,wet,9959495725541399622
01,night,clear,14621345664774497147
01,noon,wet,9279944916400134168
01,night,wet,13731862094619615338
01,noon,wet,17435991993067703076
01,sunset,cloudy,13729729418539163064
01,sunset,wet,16868814519363388002
01,noon,clear,4932323341542044468
01,night,clear,14209367929331413022
01,noon,cloudy,17118700664804117761
01,noon,midfog,5445231718644073641
01,night,softrain,2247327055136913531
01,noon,wet,11903120298128828663
01,noon,midrain,9584488734775053234
01,noon,clear,1586614701394055060
01,noon,wet,1608002778404890071
01,noon,clear,13828366823970935907
01,night,cloudy,8513046014127502451
01,noon,cloudy,14449360265652732171
01,noon,softrain,11478959554762022772
01,noon,cloudy,9674362149747960857
01,sunset,wetcloudy,188930332980491867
01,night,clear,12979366761770328421
01,noon,midrain,16354638773594735730
01,sunset,wetcloudy,4982673490396598236
01,sunset,clear,6938963478304004575
01,noon,wetcloudy,17198927754946004534
01,noon,clear,13275917907257832560
01,sunset,clear,12806783053332141514
01,noon,hardrain,13622857620298396685
01,sunset,midfog,6568104237691416507
01,noon,clear,16165264669173872058
01,noon,wet,18074644191780800176
01,noon,clear,507922928619581985
01,noon,clear,458516500263281936
01,night,clear,5362350370104913186
01,noon,midrain,11425468216269209497
01,noon,cloudy,3462589767324381859
01,night,clear,4265137311143266728
01,sunset,hardrain,10894576782663348431
01,night,wet,2038372544974494240
01,night,clear,6965652734506252129
01,noon,midrain,15545115568104926534
01,noon,clear,13066460812619694570
01,noon,cloudy,13081581010032598867
01,noon,clear,14731434991870733526
01,noon,wet,4287229356394894527
01,sunset,hardrain,15086514957247065260
01,night,hardrain,9127384291152696020
01,noon,cloudy,7625649378984399764
01,noon,wet,12535423846750954762
01,noon,cloudy,11003943056746611563
01,night,wet,14027406475432152872
01,sunset,cloudy,16728068605747508795
01,sunset,wet,3233896737601059184
01,sunset,softrain,2990118583893116329
01,noon,softrain,12667166553627916173
01,sunset,cloudy,10102899103477141520
01,sunset,cloudy,9186524057520567290
01,noon,wet,5871864076792358180
01,noon,wet,14188522882982195185
01,noon,wetcloudy,4077323276517894769
01,noon,cloudy,8621040457055285172
01,sunset,wet,3167449099532529988
01,night,clear,18012975535386025167
01,sunset,clear,1467943134842892252
01,sunset,wet,1327918622538001993
01,noon,clear,12809417175835538701
01,sunset,wetcloudy,6495221464692832354
01,noon,midrain,16113022764149915564
01,night,softrain,10687902547290673426
01,night,midrain,16389298586646503307
01,noon,cloudy,1389967362503775332
01,night,midrain,2394602405377981547
01,noon,midrain,5199110572297363295
01,sunset,midrain,2321336292084739333
01,sunset,clear,13794106234601859069
01,night,cloudy,1134968770703324194
01,noon,clear,4540876420627744151
01,noon,wet,2412194884666407250
01,noon,wet,18240030559261291644
01,night,cloudy,5902805142601105904
01,noon,clear,7816038670110708133
01,night,wet,3989491615155370554
01,night,cloudy,6780600519976445643
01,noon,softrain,5041266530924947262
01,noon,softrain,6979499947224789924
01,sunset,wetcloudy,17560043349314458447
01,noon,clear,11400127042950066134
01,noon,cloudy,1426644889823016905
01,night,clear,1586629291501298253
01,noon,hardrain,1846260599925239326
01,noon,clear,11284759694810158955
01,noon,wetcloudy,449911011731364954
01,sunset,hardrain,3847891468036409013
01,night,wet,15574185861890550336
01,noon,clear,15010723070181486501
01,night,clear,8684955434168943307
01,noon,clear,15666727627391750800
01,noon,wet,6044605425268904998
01,night,clear,11896206136034541918
01,noon,softrain,18167669996061899293
01,night,clear,17318298828942962827
01,sunset,wet,12187666135555219415
01,sunset,cloudy,582874750306685834
01,noon,cloudy,15473609630452296287
01,night,wetcloudy,10382375575274693113
01,sunset,wetcloudy,2641009361348352000
01,night,wet,11316030908386777415
01,night,clear,2632202401239547491
01,noon,wet,2647261662444969483
01,sunset,cloudy,14669933969173003382
01,noon,wetcloudy,5429648120646323344
01,night,clear,14768580736850931225
01,noon,clear,14524550047674052547
01,noon,softrain,12261130539174864837
01,night,cloudy,4082950870918553216
01,noon,clear,9162291623047516059
01,noon,clear,9617341972120562160
01,noon,clear,15985811069600435550
01,noon,midfog,2336563189171888270
01,sunset,cloudy,2161012887644345430
01,sunset,cloudy,10414460753474801836
01,night,clear,11522784056431820871
01,night,cloudy,11122954346328409320
01,sunset,cloudy,8201510379856188952
01,sunset,clear,3414568447079515299
01,noon,wetcloudy,10026302636173738573
01,night,clear,12840148294894737775
01,night,clear,5300274882951739
01,noon,wetcloudy,7427818902266603539
01,noon,midrain,6844740000277627738
01,night,clear,11060632229525984909
01,noon,hardfog,1666660750875242966
01,noon,clear,528936694306654119
01,noon,hardfog,12235757191416830394
01,night,cloudy,11459626160250832342
01,noon,clear,8013812928900050091
01,sunset,clear,17420621936260471810
01,noon,cloudy,13402137591518523909
01,sunset,clear,18026819044227485047
01,noon,clear,8764099632437781091
01,sunset,cloudy,14666860202427141956
01,noon,cloudy,10240403283682667978
01,night,wet,17929770649078123588
01,noon,midrain,14089232951959712663
01,sunset,cloudy,17072094241527311839
01,night,clear,14108131390493655509
01,noon,clear,8884304938773815700
01,noon,softrain,10302960271234681385
01,noon,wet,8853078212465429258
01,sunset,cloudy,16651505986656488083
01,sunset,clear,8346294368756934093
01,sunset,hardfog,2541723217718563342
01,noon,clear,17239376147508912858
01,noon,midrain,2347680755847351528
01,night,wet,6760195538761934788
01,night,hardrain,13361002601326871770
01,sunset,wetcloudy,8793035306990510076
01,night,midfog,10975310635269194955
01,noon,wet,13654782507149831434
01,noon,hardrain,9277024571790653519
01,noon,clear,17534453929074040450
01,noon,clear,10658233825379821785
01,night,clear,11504092469743137272
01,sunset,wet,10641491411118573298
01,noon,cloudy,9895034188255731295
01,sunset,clear,8407916353035287914
01,sunset,wetcloudy,4204800441485756570
01,night,clear,6182547932205627762
01,night,softrain,8395252349888424655
01,sunset,clear,11055915360455488022
01,night,cloudy,6457057157434502227
01,noon,wetcloudy,12117577149764090576
01,noon,wet,16475418020401709689
01,night,clear,16371372894190995400
01,noon,wetcloudy,6340264912140880480
01,sunset,hardfog,3133756159601713922
01,sunset,midfog,16023511014771885207
01,sunset,clear,12178729469186539534
01,noon,clear,6278328230528424427
01,noon,clear,13779810265016660962
01,noon,softrain,8767130001388715073
01,sunset,clear,10460198484736420774
01,noon,wet,9082798667761681426
01,noon,clear,10221927978665082389
01,night,wet,2160157819061580166
01,noon,clear,1075571925059822981
01,sunset,clear,4977531759019254893
01,sunset,clear,3862445409792867022
01,sunset,cloudy,7523663375775006833
01,noon,clear,11781857774090424077
01,night,clear,5699645948399387133
01,sunset,clear,6377253089828428450
01,noon,clear,6536150518493517172
01,night,cloudy,4866348186775345519
01,night,softrain,4087587882883282984
01,sunset,wet,17070501310116043715
01,night,cloudy,10410841825107558362
01,noon,cloudy,3820441819364234015
01,night,softrain,16263527992782007024
01,noon,clear,5054760407022386438
01,sunset,wetcloudy,6601068635631919557
01,night,clear,15986239487768311615
01,night,wet,1793357462308420411
01,noon,hardfog,1903719040850123257
01,sunset,clear,1117739440302189443
01,noon,wet,583552937889449182
01,sunset,midrain,1563505663635463534
01,night,hardrain,5037533492216851212
01,night,wet,9645521504637551757
01,night,cloudy,17940564411044788988
01,night,clear,8990379253124611883
01,noon,cloudy,11789644016746643566
01,sunset,midfog,9522574866322039746
01,noon,wetcloudy,17862910569261624710
01,night,clear,7965243925032005201
01,night,hardrain,10195411275677620254
01,noon,clear,11772263206087931785
01,noon,hardrain,12986889511271371686
